;movieName;Metascore_w;Author;AuthorHref;Date;Summary;InteractionsYesCount;InteractionsTotalCount;InteractionsThumbUp;InteractionsThumbDown;AbsoluteScoreIncrease;RelativeScoreIncrease
33356;20-feet-from-stardom;8;TVJerry;/user/TVJerry;Jul 18, 2013;"[ ""This doc looks at the women who sing backup for rock and soul acts. There are profiles of some of the greats (Darlene Love, Merry Clayton, Lisa Fischer) and interviews with lots of women who've joined them. A few rock stars (Springsteen, Jagger, Sting) offer their comments. It's fascinating to learn about the history and influence of these amazing vocalists. It's fun to hear them riff effortlessly and reminisce about the past. When the focus turns to their failed attempts at moving to the front of the stage, the energy turns dark and drags on too long. Still, it's remarkable to get the chance to appreciate what these amazing women can do."" ]";0.0;0.0;0.0;0.0;5;2.6666666666666665
35269;parkland;8;TVJerry;/user/TVJerry;Oct  9, 2013;"[ ""This drama follows several perspectives around events in Dallas after JFK was assassinated. Among them: the hospital where Kennedy and Oswald were rushed, Zapruder and his famous film, the travails of Oswald's family, the FBI and Secret Service in the aftermath. It blends a hand-held documentary style and hectic pacing to tell a compelling story. The large cast is peppered with notable actors, including Paul Giamatti, Zac Efron, Billy Bob Thornton and Marcia Gay Harden, and they help focus the impact. This is not a straightforward narrative, but a montage of events. Still, it proves a fascinating (and for me, informative) look behind the scenes of one of the most memorable days in 20th century America."" ]";3.0;3.0;3.0;0.0;5;2.6666666666666665
36640;the-english-teacher;8;TVJerry;/user/TVJerry;May 26, 2013;"[ ""This is Julianne Moore's movie. She's in almost every scene and has the chops to pull it off. She plays a single, stereotypical high school teacher with no personal life…until one of her former students returns home with a play he's written. She takes it upon herself to bring it to the stage (with the help of drama teacher, the always funny Nathan Lane). There are other supporting roles that add to the humorous momentum (notably the school administrators). This movie is as light and predictable as a TV episode and some of that could be the director, Craig Zisk, a talented veteran of the medium. Although it's in no way memorable, this is a sweet little trifle with charming comic energy."" ]";0.0;0.0;0.0;0.0;5;2.6666666666666665
36944;the-east;8;TVJerry;/user/TVJerry;Jun 25, 2013;"[ ""Security specialist Brit Marling infiltrates an eco-terrorist group (headed by Alexander Skarsgard & Ellen Page) only to find herself seduced by their principles. Like many obvious plots, it's the telling that determines whether it's effective. And this one is. It develops with an unhurried, yet assured pace. Not nail-biting or dazzling, but solidly compelling and cinemagraphic."" ]";0.0;1.0;0.0;1.0;5;2.6666666666666665
37679;the-place-beyond-the-pines;8;TVJerry;/user/TVJerry;Apr 16, 2013;"[ ""This hard-to-remember title is actually the native tribe's name for Schenectady, which is where the movie takes place…in 3 parts. First, motorcycle stunt rider (Ryan Gosling) decides to stay in the town where he's fathered a child (with Eva Mendes). His turn to crime segues into part 2, when a good cop (Bradley Cooper) faces corruption on the force. Part 3 takes place 15 years later. Director Derek Cianfrance LOVES Gosling (they did the self-indulgent \""Blue Valentine\"" together). He lingers on his face in extreme closeups, while Gosling broods and emotes. The rest of the cast is also strong, but it's the complex, compelling script that involves (except the contrived clincher near the end). This is a relentless downer, but a completely absorbing experience."" ]";4.0;4.0;4.0;0.0;5;2.6666666666666665
37960;olympus-has-fallen;8;TVJerry;/user/TVJerry;Mar 28, 2013;"[ ""Gerard Butler has had a long string on movie duds, but this one will put him back on solid ground as an intrepid Secret Service agent. After terrorists stage a spectacular attack on the White House and hold President Aaron Eckhart hostage, Butler is the only one who can save the day. As this genre goes, this is pretty much by the numbers, but it's well staged and well acted (who even recognized Melissa Leo in that wig?). The fights are sometimes too jumbled to follow, but the plot (pun intended) offers a frightening theory that's effectively played out."" ]";1.0;2.0;1.0;1.0;5;2.6666666666666665
38796;the-great-gatsby;8;TVJerry;/user/TVJerry;May 15, 2013;"[ ""Director Baz Luhrmann creates extravagant and exceptional cinematic imagery. The first 90 minutes of this 2:23 long movie bristle with electric energy: dazzling mise en scene, dynamic pacing and gorgeous cinematography. Once the dramatic conflict grabs hold, it slams to a stop and starts to feel long. Leonardo DiCaprio gives a subdued, but nuanced performance in the title role. Tobey Maguire (Carraway) is appropriately bland and the ladies are lovely. The soundtrack, a mashup of 20s period, jazz, hip hop and R&B, is outstanding right thru the credits. This is a big, glamorous motion picture. A bit emotionally slight, but impressive to appreciate."" ]";0.0;2.0;0.0;2.0;5;2.6666666666666665
38835;world-war-z;8;TVJerry;/user/TVJerry;Jun 24, 2013;"[ ""Not sure if the \""Z\"" means the last World War or if it stands for zombie. Either way, there's a worldwide outbreak of undead and Brad Pitt is dispatched by the UN to solve the crisis. The plot is standard formula (there's even a kid with asthma) and dotted with leaps of logic. The frantic fervor of the zombies is the only cool special effect. Throughout his worldwide quest, the action never loses momentum and borders on gripping."" ]";7.0;16.0;7.0;9.0;5;2.6666666666666665
40214;any-day-now;8;TVJerry;/user/TVJerry;Jan 11, 2013;"[ ""It's 1979 and Alan Cumming's character is making his meager living as a drag performer. He quickly meets a shy closeted hunk (Garret Dillahunt) and they end up fighting for custody of an abandoned teen with Down syndrome. This is an affecting and sweet drama that's elevated by Cumming's feisty performance (and wonderful singing), Dillahunt's lovable charm and Isaac Leyva's sweet smile. The period wardrobe is rich with wide collars and garish patterns, but it's the attitudes that provide the most jarring flashback (although they remain with us). While the subject is fodder for outrage and the story is basic, the acting and direction combine to create an appealing experience."" ]";0.0;0.0;0.0;0.0;5;2.6666666666666665
41180;this-is-40;8;TVJerry;/user/TVJerry;Jan  5, 2013;"[ ""Leslie Mann and Paul Rudd (reprising the characters they created in \""Knocked Up\"") turn 40 and deal with complications in their marriage, family and careers. There's not much of a plot line, just situations where they interact with each other and friends. In typical Judd Apatow style, the dialogue often feels improvised, but that doesn't stop it from being very funny. The supporting cast is loaded with strong comic turns, esp. Albert Brooks & Melissa McCarthy. This movie is full insights into life and relationships that elicit chuckles of recognition and lots of laughs."" ]";0.0;1.0;0.0;1.0;5;2.6666666666666665
41660;argo;8;TVJerry;/user/TVJerry;Oct 24, 2012;"[ ""In 1979, when Iranians stormed our embassy and took 52 people hostage, 6 Americans escaped to the Canadian Ambassador's residence. After months, CIA agent Ben Affleck devised a plan to sneak them out of the country: pretending to be a crew scouting a new film. This historically-based story is told thru involving scenarios, some humor and a quietly tense escape. The characters are uniformly bland, but the hair and wardrobe were right-on 70s. While this is not a riveting or fast-paced espionage adventure, it is a low-key, well-crafted and fulfilling experience. NOTE: Be sure to sit thru the early credits to see a wonderful montage of photos that inspired the movie."" ]";1.0;3.0;1.0;2.0;5;2.6666666666666665
42329;end-of-watch;8;TVJerry;/user/TVJerry;Sep 26, 2012;"[ ""Jake Gyllenhaal and Michael Peña are cop partners riding rough neighborhoods in LA. We get to know them mostly through their snappy banter in the patrol car, while most of the action is purportedly shot through their own cameras. We ride along as they encounter minor and major crimes, but also watch them interact with their fellow officers and their women. This camerawork and editing have a big-budget grittiness that keeps the film rooted in reality, but doesn't get in the way. Performances are outstanding and David Ayer's directorial style has become even more sophisticated, while staying \""street.\"" A solid film with modern sensibilities."" ]";0.0;0.0;0.0;0.0;5;2.6666666666666665
